year,month,Brand,monthly_sales
2020,Dec,Toyota,602
2020,Dec,Volkswagen,727
2020,Dec,Volvo,443
2021,Jan,Alfa Romeo,3
2021,Jan,Alpine,1
2021,Jan,Aston Martin,2
2021,Jan,Audi,254
2021,Jan,Bentley,3
2021,Jan,BMW,1129
2021,Jan,Citroën,400
2021,Jan,Cupra,9
2021,Jan,Dacia,233
2021,Jan,DS,55
2021,Jan,Ferrari,2
2021,Jan,Fiat,310
2021,Jan,Ford,317
2021,Jan,Honda,179
2021,Jan,Hyundai,539
2021,Jan,Jaguar,20
2021,Jan,Jeep,38
2021,Jan,Kia,284
2021,Jan,Lamborghini,3
2021,Jan,Land Rover,27
2021,Jan,Lexus,95
2021,Jan,Man,1
2021,Jan,Maserati,6
2021,Jan,Mazda,98
2021,Jan,Mercedes-Benz,1223
2021,Jan,MINI,165
2021,Jan,Mitsubishi,43
2021,Jan,Nissan,329
2021,Jan,Opel,296
2021,Jan,Peugeot,1354
2021,Jan,Porsche,58
2021,Jan,Renault,565
2021,Jan,Seat,402
2021,Jan,Skoda,92
2021,Jan,Smart,20
2021,Jan,Suzuki,8
2021,Jan,Tesla,15
2021,Jan,Toyota,723
2021,Jan,Volkswagen,421
2021,Jan,Volvo,307
2021,Feb,Alfa Romeo,2
2021,Feb,Alpine,1
2021,Feb,Aston Martin,2
2021,Feb,Audi,120
2021,Feb,Bentley,1
2021,Feb,BMW,564
2021,Feb,Citroën,811
2021,Feb,Cupra,21
2021,Feb,Dacia,188
2021,Feb,DS,45
2021,Feb,Ferrari,2
2021,Feb,Fiat,327
2021,Feb,Ford,261
2021,Feb,Honda,10
2021,Feb,Hyundai,241
2021,Feb,Jaguar,28
2021,Feb,Jeep,68
2021,Feb,Kia,183
2021,Feb,Lamborghini,0
2021,Feb,Land Rover,38
2021,Feb,Lexus,7
2021,Feb,Man,0
2021,Feb,Maserati,0
2021,Feb,Mazda,22
2021,Feb,Mercedes-Benz,853
2021,Feb,MINI,90
2021,Feb,Mitsubishi,19
2021,Feb,Nissan,281
2021,Feb,Opel,404
2021,Feb,Peugeot,1581
2021,Feb,Porsche,37
2021,Feb,Renault,575
2021,Feb,Seat,361
2021,Feb,Skoda,109
2021,Feb,Smart,17
2021,Feb,Suzuki,6
2021,Feb,Tesla,140
2021,Feb,Toyota,343
2021,Feb,Volkswagen,302
2021,Feb,Volvo,251
2021,Mar,Alfa Romeo,8
2021,Mar,Alpine,1
2021,Mar,Aston Martin,3
2021,Mar,Audi,243
2021,Mar,Bentley,2
2021,Mar,BMW,886
2021,Mar,Citroën,889
2021,Mar,Cupra,24
2021,Mar,Dacia,325
2021,Mar,DS,44
2021,Mar,Ferrari,1
2021,Mar,Fiat,402
2021,Mar,Ford,450
2021,Mar,Honda,27
2021,Mar,Hyundai,402
2021,Mar,Jaguar,37
2021,Mar,Jeep,99
2021,Mar,Kia,431
2021,Mar,Lamborghini,1
2021,Mar,Land Rover,63
2021,Mar,Lexus,8
2021,Mar,Man,0
2021,Mar,Maserati,1
2021,Mar,Mazda,31
2021,Mar,Mercedes-Benz,1210
2021,Mar,MINI,133
2021,Mar,Mitsubishi,82
2021,Mar,Nissan,767
2021,Mar,Opel,717
2021,Mar,Peugeot,1659
2021,Mar,Porsche,57
2021,Mar,Renault,1151
2021,Mar,Seat,677
2021,Mar,Skoda,109
2021,Mar,Smart,39
2021,Mar,Suzuki,3
2021,Mar,Tesla,162
2021,Mar,Toyota,614
2021,Mar,Volkswagen,612
2021,Mar,Volvo,330
2021,Apr,Alfa Romeo,12
2021,Apr,Alpine,0
2021,Apr,Aston Martin,2
2021,Apr,Audi,355
2021,Apr,Bentley,8
2021,Apr,BMW,1217
2021,Apr,Citroën,1211
2021,Apr,Cupra,40
2021,Apr,Dacia,379
2021,Apr,DS,55
2021,Apr,Ferrari,1
2021,Apr,Fiat,571
2021,Apr,Ford,743
2021,Apr,Honda,34
2021,Apr,Hyundai,522
2021,Apr,Jaguar,52
2021,Apr,Jeep,68
2021,Apr,Kia,379
2021,Apr,Lamborghini,2
2021,Apr,Land Rover,72
2021,Apr,Lexus,20
2021,Apr,Man,1
2021,Apr,Maserati,1
2021,Apr,Mazda,58
2021,Apr,Mercedes-Benz,1145
2021,Apr,MINI,192
2021,Apr,Mitsubishi,244
2021,Apr,Nissan,675
2021,Apr,Opel,534
2021,Apr,Peugeot,1676
2021,Apr,Porsche,45
2021,Apr,Renault,1784
2021,Apr,Seat,711
2021,Apr,Skoda,142
2021,Apr,Smart,45
2021,Apr,Suzuki,13
2021,Apr,Tesla,0
2021,Apr,Toyota,532
2021,Apr,Volkswagen,808
2021,Apr,Volvo,464
2021,May,Alfa Romeo,5
2021,May,Alpine,0
2021,May,Aston Martin,0
2021,May,Audi,124
2021,May,Bentley,0
2021,May,BMW,563
2021,May,Citroën,318
2021,May,Cupra,0
2021,May,Dacia,268
2021,May,DS,16
2021,May,Ferrari,1
2021,May,Fiat,155
2021,May,Ford,193
2021,May,Honda,47
2021,May,Hyundai,303
2021,May,Jaguar,23
2021,May,Jeep,22
2021,May,Kia,138
2021,May,Lamborghini,0
2021,May,Land Rover,20
2021,May,Lexus,14
2021,May,Man,1
2021,May,Maserati,0
2021,May,Mazda,43
2021,May,Mercedes-Benz,756
2021,May,MINI,87
2021,May,Mitsubishi,39
2021,May,Nissan,222
2021,May,Opel,133
2021,May,Peugeot,576
2021,May,Porsche,47
2021,May,Renault,601
2021,May,Seat,274
2021,May,Skoda,65
2021,May,Smart,26
2021,May,Suzuki,12
2021,May,Tesla,9
2021,May,Toyota,211
2021,May,Volkswagen,212
2021,May,Volvo,210
